SMILES,Tanimoto,NLL,Status,UMAP1,UMAP2
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,1.0,0.0,Query,4.9487543,-5.5727606
CCCS(=O)(=O)N1CC(CC)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7380952380952381,8.807177543640137,Generate,3.4807863,-4.720255
CCS(=O)(=O)N1CC(F)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7721518987341772,2.6116433143615723,Generate,4.324007,-5.343029
CCCn1cc(S(=O)(=O)N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)cn1,0.7083333333333334,8.655261039733887,Generate,4.791051,-5.272212
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]c(C)cc34)cn2)C1,0.7619047619047619,6.492224216461182,Generate,4.6117873,-4.93681
CCS(=O)(=O)N1CC(C)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7721518987341772,1.245065450668335,Generate,3.9081848,-3.8844101
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]cc(Cl)c34)cn2)C1,0.7721518987341772,7.195371150970459,Generate,4.0635433,-5.724588
CCCS(=O)(=O)N1CCC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)CC1,0.7411764705882353,5.316789627075195,Generate,4.131011,-4.852641
CCS(=O)(=O)N1CCC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)CC1,0.7142857142857143,2.327738046646118,Generate,4.9572134,-3.8609736
CN(C)S(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.8,4.154499053955078,Generate,3.591716,-5.7938094
CCS(=O)(=O)N1CC(n2cc(-c3ncnc4[nH]ccc34)cn2)(C(F)(F)F)C1,,3.430586338043213,Generate,4.156415,-4.307442
CCS(=O)(=O)N1CC(CC(F)(F)F)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7721518987341772,3.493800640106201,Generate,5.3794994,-4.532642
CC(C)(C)CS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7721518987341772,5.384310722351074,Generate,4.5577865,-5.859898
C[C@@H](O)CS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7721518987341772,10.502695083618164,Generate,2.768652,-5.1249886
CCS(=O)(=O)N1CC(CO)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.8048780487804879,5.568884372711182,Generate,3.730731,-5.156677
CCS(=O)(=O)N1CC(CN(C)C)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7721518987341772,5.414997577667236,Generate,5.414587,-5.6652913
CCS(=O)(=O)N1CC(CN2CCCC2)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7721518987341772,5.328669548034668,Generate,4.3641477,-6.4984016
CCS(=O)(=O)N1CC(CC(=O)O)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7093023255813954,7.443857669830322,Generate,4.939504,-6.1488757
CCS(=O)(=O)N1CC(CCN)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7721518987341772,7.544081687927246,Generate,3.3188715,-5.1463413
CCS(=O)(=O)N1CC(CCN(C)C)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7721518987341772,5.274834156036377,Generate,2.63697,-5.643547
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ccnc4[nH]cnc34)cn2)C1,0.7721518987341772,10.50063133239746,Generate,2.8606467,-4.54886
CCCS(=O)(=O)N1CC(C)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7647058823529411,4.225356101989746,Generate,3.5664828,-4.173492
CCS(=O)(=O)N1CCC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7721518987341772,4.179018020629883,Generate,4.8298397,-4.4017577
CCS(=O)(=O)N1CC(CO)(Cn2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7721518987341772,7.365959644317627,Generate,3.1562977,-3.782415
CC(C)(C)S(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7721518987341772,3.343977212905884,Generate,5.3408437,-5.040075
CCS(=O)(=O)N1CCC(C)(n2cc(-c3ncnc4[nH]ccc34)cn2)CC1,0.8214285714285714,4.411874294281006,Generate,4.4962816,-3.5252445
CCS(=O)(=O)N1CC(Cn2ccnc2)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7721518987341772,4.184050559997559,Generate,3.7075665,-6.706554
CCCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7721518987341772,2.833061456680298,Generate,3.9743497,-6.1852546
CS(=O)(=O)N1CC(C#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7721518987341772,7.720743656158447,Generate,3.0915465,-5.8614893
CCS(=O)(=O)N1CC(Cn2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.8,6.601283073425293,Generate,4.0107727,-3.415377
CS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.8414634146341463,3.715460777282715,Generate,3.274609,-6.362338
